stationcode,sampledate,result,masterid,latitude,longitude,huc,county,smcshed
634CE0482,2015-06-23T07:00:00Z,NA,634CE0482,39.08472,-120.21611,634,Placer,SMC_out
105PS0540,2015-08-03T07:00:00Z,0.6560043292086731,105PS0540,41.62029,-122.06964,105,Siskiyou,SMC_out
307CMRADC,2015-05-06T07:00:00Z,1.0758499482364097,307CMRADC,36.37222,-121.66308,307,Monterey,SMC_out
103WER029,2015-07-21T07:00:00Z,1.1438734980011767,103WER029,41.80827,-124.11215,103,Del Norte,SMC_out
105WE0811,2015-08-18T07:00:00Z,0.9678632088913002,105WE0811,41.57212,-123.64054,105,Siskiyou,SMC_out
527CE0093,2015-07-28T07:00:00Z,0.9719984402234418,527CE0093,41.74972,-120.29472,527,Modoc,SMC_out
603PS0073,2015-07-15T07:00:00Z,0.8091319826211844,603PS0073,37.70944,-119.05823,603,Mono,SMC_out
526ESCAMC,2015-07-29T07:00:00Z,0.8790706646607356,526ESCAMC,41.1753,-120.2058,526,Lassen,SMC_out
105WE0592,2015-07-13T07:00:00Z,1.2188146560811743,105WE0592,41.3626,-122.5188,105,Siskiyou,SMC_out
111WER047,2015-08-11T07:00:00Z,0.8271139736417618,111WER047,39.72944,-123.63139,111,Mendocino,SMC_out
526CE0483,2015-08-06T07:00:00Z,0.7952513314064925,526CE0483,41.36111,-120.29861,526,Modoc,SMC_out
111WER046,2015-08-11T07:00:00Z,0.8183928774613456,111WER046,39.74028,-123.62972,111,Mendocino,SMC_out
802WE0658,2015-04-21T07:00:00Z,1.0069050701514015,802WE0658,33.79824,-116.74831,802,Riverside,San Jacinto
518GZCUPx,2015-06-17T07:00:00Z,0.9611141933694464,518GZCUPx,39.88909,-121.27873,518,Plumas,SMC_out
603WE0758,2015-07-14T07:00:00Z,0.9512746724489834,603WE0758,37.54998,-118.75965,603,Mono,SMC_out
628CE0088,2015-04-14T07:00:00Z,1.0046165547619172,628CE0088,34.30583,-116.94194,628,San Bernardino,SMC_out
540SED005,2015-05-26T07:00:00Z,0.952560513396091,540SED005,37.24155,-119.24345,540,Fresno,SMC_out
204R00391,2012-06-06T07:00:00Z,0.7305573786019255,204R00391,37.5868,-122.0236,204,Alameda,SMC_out
553KRMFHC,2015-06-09T07:00:00Z,1.086006187237324,553KRMFHC,36.61139,-118.69985,553,Tulare,SMC_out
636LCY001,2015-07-28T07:00:00Z,0.9340453860240656,636LCY001,39.46409,-120.42566,636,Sierra,SMC_out
527SED084,2015-07-28T07:00:00Z,0.9633140437758714,527SED084,41.83232,-120.30053,527,Modoc,SMC_out
308WER325,2015-05-04T07:00:00Z,1.089306317602703,308WER325,36.3283,-121.79523,308,Monterey,SMC_out
634MKCBLG,2015-06-02T07:00:00Z,0.9443383704753597,634MKCBLG,39.01936,-120.15304,634,El Dorado,SMC_out
403WE1027,2015-04-16T07:00:00Z,0.7948823134528195,403WE1027,34.72654,-119.02842,403,Ventura,Santa Clara
312MZCDBC,2015-05-05T07:00:00Z,0.9538136690814589,312MZCDBC,34.77044,-119.93702,312,Santa Barbara,SMC_out
514MDCABC,2015-06-23T07:00:00Z,0.8380470279520784,514MDCABC,39.06366,-120.26834,514,Placer,SMC_out
552MFCAKR,2015-05-13T07:00:00Z,0.9411541148348146,552MFCAKR,36.8529,-119.09738,552,Fresno,SMC_out
309CAW130,2015-04-29T07:00:00Z,1.0955419921141472,309CAW130,35.98617,-121.35592,309,Monterey,SMC_out
526PRS117,2015-07-27T07:00:00Z,1.0006042843585004,526PRS117,41.15743,-120.26225,526,Lassen,SMC_out
517PLC127,2015-06-10T07:00:00Z,1.0728567764284584,517PLC127,39.5847,-120.8103,517,Sierra,SMC_out
526CE0061,2015-08-03T07:00:00Z,1.030217088534332,526CE0061,41.37638,-120.29388,526,Modoc,SMC_out
106WER016,2015-07-09T07:00:00Z,0.9937689956370925,106WER016,40.48972,-123.02833,106,Trinity,SMC_out
403STC010,2015-04-15T07:00:00Z,1.1492210122877144,403STC010,34.53306,-119.15833,403,Ventura,Santa Clara
309CAW178,2015-04-30T07:00:00Z,0.9170392978935196,309CAW178,36.08364,-121.39445,309,Monterey,SMC_out
403STC030,2015-04-14T07:00:00Z,1.0357857971247513,403STC030,34.57,-119.15556,403,Ventura,Santa Clara
518RCNAPC,2015-07-01T07:00:00Z,0.8048035038354723,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
105WE1091,2015-07-14T07:00:00Z,0.9136008002922498,105WE1091,41.05071,-122.93366,105,Siskiyou,SMC_out
206RIT020,2015-05-18T07:00:00Z,1.0094332082393818,206RIT020,38.54794,-122.5288,206,Napa,SMC_out
526RSH118,2015-08-24T07:00:00Z,0.9588247311283035,526RSH118,41.30003,-120.86127,526,Modoc,SMC_out
309CAW174,2015-05-06T07:00:00Z,1.0245891249996064,309CAW174,36.09279,-121.43435,309,Monterey,SMC_out
801WE1132,2015-04-20T07:00:00Z,0.8829749154373223,801WE1132,34.13332,-116.84289,801,San Bernardino,Upper Santa Ana
513STCAIV,2015-05-20T07:00:00Z,1.0113316835753323,513STCAIV,39.1846,-122.5356,513,Lake,SMC_out
630PS0005,2015-09-15T07:00:00Z,1.0918469629424417,630PS0005,38.0658,-119.22584,630,Mono,SMC_out
634WRD029,2015-06-01T07:00:00Z,0.9164790398448998,634WRD029,39.14052,-120.19702,634,Placer,SMC_out
514ALCANC,2016-06-30T07:00:00Z,0.6229010859444761,514ALCANC,38.68877,-120.30198,514,El Dorado,SMC_out
509ACNFPP,2016-09-14T07:00:00Z,1.0350681050151265,509ACNFPP,40.24167,-121.8625,509,Tehama,SMC_out
632BGV003,2016-08-02T07:00:00Z,0.9871482971083554,632BGV003,38.59892,-119.64698,632,Alpine,SMC_out
534SED001,2016-07-12T07:00:00Z,0.9836530251062177,534SED001,38.40735,-119.79936,534,Alpine,SMC_out
204AHOACR,2016-04-26T07:00:00Z,0.8672086658484748,204AHOACR,37.46138,-121.76833,204,Santa Clara,SMC_out
111BGCAER,2016-07-06T07:00:00Z,0.9959397674381292,111BGCAER,40.0211,-123.06052,111,Trinity,SMC_out
405BRCASG,2016-05-11T07:00:00Z,0.715962485258883,SGUT501,34.24092,-117.88449,405,Los Angeles,San Gabriel
719NP7BNC,2016-05-10T07:00:00Z,1.0855520213823944,719NP7BNC,33.86821,-116.77257,719,Riverside,SMC_out
105PS0540,2016-06-14T07:00:00Z,0.7922475682491837,105PS0540,41.62029,-122.06964,105,Siskiyou,SMC_out
103WER029,2016-06-13T07:00:00Z,0.8334334248047617,103WER029,41.80827,-124.11215,103,Del Norte,SMC_out
205CYCBBC,2016-05-16T07:00:00Z,0.64088100241738,205CYCBBC,37.126,-121.481,205,Santa Clara,SMC_out
526ESCAMC,2016-07-13T07:00:00Z,0.7289343260718065,526ESCAMC,41.1753,-120.2058,526,Lassen,SMC_out
526PS0396,2016-07-18T07:00:00Z,0.9711997507353711,526PS0396,41.37938,-120.40958,526,Modoc,SMC_out
105FLH087,2016-07-19T07:00:00Z,1.1527731965853973,105FLH087,41.8124,-120.79008,105,Modoc,SMC_out
518GZCUPx,2016-06-07T07:00:00Z,0.8448724725055881,518GZCUPx,39.88909,-121.27873,518,Plumas,SMC_out
205R00234,2012-05-15T07:00:00Z,0.7453156507638053,205R00234,37.2662,-121.9908,205,Santa Clara,SMC_out
719HOTCPF,2016-05-11T07:00:00Z,0.8702871771423096,719HOTCPF,33.57495,-116.41667,719,Riverside,SMC_out
536SED006,2016-08-08T07:00:00Z,0.9114158459851797,536SED006,37.90512,-119.9963,536,Tuolumne,SMC_out
403WE1027,2016-05-12T07:00:00Z,0.9016987328165784,403WE1027,34.72654,-119.02842,403,Ventura,Santa Clara
312MZCDBC,2016-05-17T07:00:00Z,0.6478747894751956,312MZCDBC,34.77044,-119.93702,312,Santa Barbara,SMC_out
634MKCBLG,2016-08-18T07:00:00Z,1.1660520456775227,634MKCBLG,39.01936,-120.15304,634,El Dorado,SMC_out
552MFCAKR,2016-06-23T07:00:00Z,0.55982470159361,552MFCAKR,36.8529,-119.09738,552,Fresno,SMC_out
312NPPCBR,2016-05-17T07:00:00Z,0.6194819201853589,312NPPCBR,35.02401,-120.1134,312,Santa Barbara,SMC_out
106WER016,2016-07-05T07:00:00Z,0.9691755018755455,106WER016,40.48972,-123.02833,106,Trinity,SMC_out
403STC064,2016-05-18T07:00:00Z,0.9302163432772989,403STC064,34.55806,-119.10361,403,Ventura,Santa Clara
518RCNAPC,2016-06-29T07:00:00Z,0.8991269259292882,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
111BGCAER,2017-07-18T07:00:00Z,0.925627386522711,111BGCAER,40.0211,-123.06052,111,Trinity,SMC_out
536RCCACR,2016-07-13T07:00:00Z,1.0201773960714113,536RCCACR,38.1125,-119.9511,536,Tuolumne,SMC_out
518RCAJNC,2016-07-28T07:00:00Z,1.1594869168256867,518RCAJNC,40.3887,-121.1574,518,Plumas,SMC_out
801SARBFC,2016-05-10T07:00:00Z,0.9367614476429598,801SARBFC,34.16901682,-116.8208697,801,San Bernardino,Upper Santa Ana
412S04204,2016-05-11T07:00:00Z,0.8472678239748046,412S04204,34.2036,-118.0185,412,Los Angeles,Los Angeles
309SLCAAS,2016-05-16T07:00:00Z,0.866537649905058,309SLCAAS,36.21961,-121.48223,309,Monterey,SMC_out
308SBCAH1,2016-05-18T07:00:00Z,0.71246093731815,308SBCAH1,36.4551,-121.92261,308,Monterey,SMC_out
513STCAIV,2016-05-31T07:00:00Z,1.183316739260132,513STCAIV,39.1846,-122.5356,513,Lake,SMC_out
719NP7TWP,2016-05-10T07:00:00Z,0.9504887498147917,719NP7TWP,33.85543,-116.78057,719,Riverside,SMC_out
901S01705,2017-05-09T07:00:00Z,0.7545627714307271,901S01705,33.60369,-117.51,901,Orange,San Juan
106YJCENT,2016-07-07T07:00:00Z,1.21810932805649,106YJCENT,40.8779,-123.1249,106,Trinity,SMC_out
514ALCANC,2017-09-05T07:00:00Z,1.0475665894637263,514ALCANC,38.68877,-120.30198,514,El Dorado,SMC_out
508ACNFPW,2017-08-30T07:00:00Z,1.0424451929315564,508ACNFPW,40.28078,-121.76447,509,Tehama,SMC_out
911NP9ATC,2017-05-10T07:00:00Z,0.7826730495384463,911NP9ATC,32.76824,-116.41757,911,San Diego,Southern San Diego
719NP7BNC,2017-05-16T07:00:00Z,0.9206427242413465,719NP7BNC,33.86821,-116.77257,719,Riverside,SMC_out
534SED001,2017-07-25T07:00:00Z,0.7805683280400602,534SED001,38.40735,-119.79936,534,Alpine,SMC_out
719NP7AZC,2017-05-16T07:00:00Z,1.190635318144427,719NP7AZC,33.85612,-116.80592,719,Riverside,SMC_out
405BRCASG,2017-05-25T07:00:00Z,0.8204160949088676,SGUT501,34.24092,-117.88449,405,Los Angeles,San Gabriel
111BVCMFE,2017-07-17T07:00:00Z,1.0698024606472933,111BVCMFE,39.93603,-122.98827,111,Mendocino,SMC_out
111FS0008,2017-06-20T07:00:00Z,0.9502800755377832,111FS0008,39.31933,-122.84536,111,Lake,SMC_out
518SED013,2017-08-09T07:00:00Z,1.0517424851182584,518SED013,40.19443,-121.28451,518,Plumas,SMC_out
105PS0540,2017-08-15T07:00:00Z,0.7007823902871612,105PS0540,41.62029,-122.06964,105,Siskiyou,SMC_out
103WER029,2017-06-20T07:00:00Z,0.9108437665360307,103WER029,41.80827,-124.11215,103,Del Norte,SMC_out
205CYCAHH,2017-06-12T07:00:00Z,1.0618197492471175,205CYCAHH,37.10145,-121.47252,205,Santa Clara,SMC_out
603PS0073,2017-08-22T07:00:00Z,0.8576165945229287,603PS0073,37.70944,-119.05823,603,Mono,SMC_out
526ESCAMC,2017-08-01T07:00:00Z,1.0616822547365987,526ESCAMC,41.1753,-120.2058,526,Lassen,SMC_out
801S03488,2017-05-24T07:00:00Z,0.723650578379932,801S03488,34.24801,-117.62685,801,San Bernardino,Middle Santa Ana
911S00858,2017-05-09T07:00:00Z,1.0388473737858397,911S00858,32.90282,-116.49337,911,San Diego,Southern San Diego
518CE0047,2017-08-29T07:00:00Z,1.0500471040511883,518CE0047,40.37611,-121.10416,518,Plumas,SMC_out
911TJKC1x,2017-05-10T07:00:00Z,0.9683997438759264,911TJKC1x,32.7598,-116.45078,911,San Diego,Southern San Diego
522CE0027,2017-09-11T07:00:00Z,0.6899901750914985,522CE0027,39.29111,-122.56027,522,Colusa,SMC_out
205R00090,2012-05-23T07:00:00Z,0.8910941664330096,205R00090,37.2881,-121.8792,205,Santa Clara,SMC_out
517LCCAYB,2017-08-29T07:00:00Z,0.9164607603820515,517LCCAYB,39.59879,-120.51104,517,Sierra,SMC_out
514PCASMR,2017-09-19T07:00:00Z,0.9731232115331329,514PCASMR,38.89594,-120.5497,514,El Dorado,SMC_out
202BUT600,2017-06-14T07:00:00Z,0.9394953642477051,202BUT600,37.2159,-122.30727,202,San Mateo,SMC_out
403WE1027,2017-05-16T07:00:00Z,0.9595341088328259,403WE1027,34.72654,-119.02842,403,Ventura,Santa Clara
312MZCDBC,2017-05-31T07:00:00Z,1.0033574907808165,312MZCDBC,34.77044,-119.93702,312,Santa Barbara,SMC_out
402S01567,2017-05-24T07:00:00Z,1.019790065670384,SMC01567,34.5096,-119.3837,402,Ventura,Ventura
634MKCBLG,2017-09-20T07:00:00Z,0.8170785564254159,634MKCBLG,39.01936,-120.15304,634,El Dorado,SMC_out
801SAMI1x,2017-05-23T07:00:00Z,0.9985818686252638,801SAMI1x,34.0827,-116.8937,801,San Bernardino,Upper Santa Ana
552MFCAKR,2017-08-30T07:00:00Z,0.92312018397668,552MFCAKR,36.8529,-119.09738,552,Fresno,SMC_out
312NPPCBR,2017-06-01T07:00:00Z,0.7790154433029398,312NPPCBR,35.02401,-120.1134,312,Santa Barbara,SMC_out
403WE0540,2017-05-17T07:00:00Z,0.937049904826632,403WE0540,34.65136,-119.11845,403,Ventura,Santa Clara
106WER016,2017-06-19T07:00:00Z,0.7793176479179048,106WER016,40.48972,-123.02833,106,Trinity,SMC_out
403STC010,2017-05-23T07:00:00Z,1.1997618821506204,403STC010,34.53306,-119.15833,403,Ventura,Santa Clara
309CAW174,2017-06-01T07:00:00Z,0.8439366914926483,309CAW174,36.09279,-121.43435,309,Monterey,SMC_out
403STC021,2017-05-17T07:00:00Z,0.8953405044827902,403STC021,34.64667,-119.06944,403,Ventura,Santa Clara
518RCNAPC,2017-08-07T07:00:00Z,0.8031229851004967,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
536RCCACR,2017-07-26T07:00:00Z,0.7496558893099972,536RCCACR,38.1125,-119.9511,536,Tuolumne,SMC_out
518RCAJNC,2017-07-12T07:00:00Z,1.0073286870104163,518RCAJNC,40.3887,-121.1574,518,Plumas,SMC_out
309SLCAAS,2017-05-31T07:00:00Z,0.8921394692472129,309SLCAAS,36.21961,-121.48223,309,Monterey,SMC_out
532FC1181,2017-08-24T07:00:00Z,0.7904164238245308,532FC1181,38.73232,-120.4784,532,El Dorado,SMC_out
513STCAIV,2017-06-05T07:00:00Z,1.063951555175879,513STCAIV,39.1846,-122.5356,513,Lake,SMC_out
309CAW126,2017-05-30T07:00:00Z,0.8437827303885902,309CAW126,36.23077,-121.54989,309,Monterey,SMC_out
719NP7TWP,2017-05-17T07:00:00Z,0.9643749065828434,719NP7TWP,33.85543,-116.78057,719,Riverside,SMC_out
630PS0005,2017-08-21T07:00:00Z,0.7914976640672178,630PS0005,38.0658,-119.22584,630,Mono,SMC_out
553TCCAKR,2017-09-13T07:00:00Z,1.1000273311541902,553TCCAKR,36.54484,-118.89593,553,Tulare,SMC_out
106YJCENT,2017-06-21T07:00:00Z,0.9722835959635575,106YJCENT,40.8779,-123.1249,106,Trinity,SMC_out
405WER318,2009-07-07T07:00:00Z,1.0293061316765912,405WER318,34.26833,-117.89111,405,Los Angeles,San Gabriel
405WER318,2009-03-27T07:00:00Z,1.0039477269398598,405WER318,34.26833,-117.89111,405,Los Angeles,San Gabriel
405WER318,2009-04-30T07:00:00Z,1.0182312085457221,405WER318,34.26833,-117.89111,405,Los Angeles,San Gabriel
539NDCACC,2009-05-05T07:00:00Z,0.9869592851990904,539NDCACC,37.42494,-119.59566,539,Madera,SMC_out
405WER318,2009-08-18T07:00:00Z,0.973856838402159,405WER318,34.26833,-117.89111,405,Los Angeles,San Gabriel
509BCCBPW,2009-05-21T07:00:00Z,0.8993584473546051,509BCCBPW,39.86971,-121.70748,509,Butte,SMC_out
509BCCBPW,2009-06-10T07:00:00Z,1.150316899645257,509BCCBPW,39.86971,-121.70748,509,Butte,SMC_out
509BCCBPW,2009-08-10T07:00:00Z,0.9654613123659165,509BCCBPW,39.86971,-121.70748,509,Butte,SMC_out
509BCCBPW,2009-09-10T07:00:00Z,0.873628290323789,509BCCBPW,39.86971,-121.70748,509,Butte,SMC_out
111WER159,2009-05-21T07:00:00Z,0.9199600794008667,111WER159,39.42944,-122.84444,111,Lake,SMC_out
111WER159,2009-06-24T07:00:00Z,0.5856198038831946,111WER159,39.42944,-122.84444,111,Lake,SMC_out
111WER159,2009-09-16T07:00:00Z,0.9029507406849774,111WER159,39.42944,-122.84444,111,Lake,SMC_out
111WER159,2009-10-19T07:00:00Z,1.090330306861894,111WER159,39.42944,-122.84444,111,Lake,SMC_out
534CYCANB,2009-04-01T07:00:00Z,0.6853107851240251,534CYCANB,38.05578,-120.47697,534,Calaveras,SMC_out
534CYCANB,2009-05-05T07:00:00Z,0.6027161226585156,534CYCANB,38.05578,-120.47697,534,Calaveras,SMC_out
534CYCANB,2009-07-14T07:00:00Z,0.7574151622264593,534CYCANB,38.05578,-120.47697,534,Calaveras,SMC_out
534CYCANB,2009-08-17T07:00:00Z,1.095413859664758,534CYCANB,38.05578,-120.47697,534,Calaveras,SMC_out
105DLCDCC,2009-05-19T07:00:00Z,1.007064772555432,105DLCDCC,41.57269,-123.54353,105,Siskiyou,SMC_out
105DLCDCC,2009-06-23T07:00:00Z,0.785554597838532,105DLCDCC,41.57269,-123.54353,105,Siskiyou,SMC_out
105DLCDCC,2009-09-15T07:00:00Z,0.9832843183957728,105DLCDCC,41.57269,-123.54353,105,Siskiyou,SMC_out
105DLCDCC,2009-10-20T07:00:00Z,0.9576175046216407,105DLCDCC,41.57269,-123.54353,105,Siskiyou,SMC_out
539NDCACC,2009-06-15T07:00:00Z,0.896990110734289,539NDCACC,37.42494,-119.59566,539,Madera,SMC_out
539NDCACC,2009-09-10T07:00:00Z,0.9900123660425743,539NDCACC,37.42494,-119.59566,539,Madera,SMC_out
539NDCACC,2009-10-15T07:00:00Z,0.8656251704734349,539NDCACC,37.42494,-119.59566,539,Madera,SMC_out
911NCPCR2,2009-03-25T07:00:00Z,1.138625551623618,911NCPCR2,32.86391,-116.50865,911,San Diego,Southern San Diego
911NCPCR2,2009-04-28T07:00:00Z,1.071488111579922,911NCPCR2,32.86391,-116.50865,911,San Diego,Southern San Diego
106WER016,2009-05-18T07:00:00Z,1.0430172920500973,106WER016,40.48972,-123.02833,106,Trinity,SMC_out
106WER016,2009-06-22T07:00:00Z,1.0189548330078115,106WER016,40.48972,-123.02833,106,Trinity,SMC_out
106WER016,2009-09-16T07:00:00Z,1.1190304594435605,106WER016,40.48972,-123.02833,106,Trinity,SMC_out
106WER016,2009-10-20T07:00:00Z,1.1139411025582766,106WER016,40.48972,-123.02833,106,Trinity,SMC_out
518RCNAPC,2009-05-20T07:00:00Z,0.9491467818759812,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
518RCNAPC,2009-06-16T07:00:00Z,0.9313335224265995,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
518RCNAPC,2009-09-09T07:00:00Z,0.9936274901184191,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
518RCNAPC,2009-10-21T07:00:00Z,1.038705330026465,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
801WE1132,2009-03-26T07:00:00Z,0.905979626982354,801WE1132,34.13332,-116.84289,801,San Bernardino,Upper Santa Ana
801WE1132,2009-04-29T07:00:00Z,0.737886194276951,801WE1132,34.13332,-116.84289,801,San Bernardino,Upper Santa Ana
801WE1132,2009-07-08T07:00:00Z,0.9433665957108431,801WE1132,34.13332,-116.84289,801,San Bernardino,Upper Santa Ana
801WE1132,2009-08-19T07:00:00Z,0.9718273019344199,801WE1132,34.13332,-116.84289,801,San Bernardino,Upper Santa Ana
513UNCAKC,2009-05-20T07:00:00Z,0.9116300069920715,513UNCAKC,39.16692,-122.50673,513,Lake,SMC_out
513UNCAKC,2009-06-04T07:00:00Z,0.7408787320630478,513UNCAKC,39.16692,-122.50673,513,Lake,SMC_out
513UNCAKC,2009-08-13T07:00:00Z,0.8990586923608835,513UNCAKC,39.16692,-122.50673,513,Lake,SMC_out
513UNCAKC,2009-09-23T07:00:00Z,0.8866383475528942,513UNCAKC,39.16692,-122.50673,513,Lake,SMC_out
633WIL001,2009-05-18T07:00:00Z,0.947406184978519,633WIL001,38.78228,-119.91593,633,Alpine,SMC_out
633WIL001,2009-06-25T07:00:00Z,0.8763344010437542,633WIL001,38.78228,-119.91593,633,Alpine,SMC_out
633WIL001,2009-10-01T07:00:00Z,0.851471178019717,633WIL001,38.78228,-119.91593,633,Alpine,SMC_out
633WIL001,2009-10-26T07:00:00Z,1.0483022787320182,633WIL001,38.78228,-119.91593,633,Alpine,SMC_out
907CCCR02,2010-03-29T07:00:00Z,1.102202326708155,907CCCR02,33.00222,-116.70889,907,San Diego,Mission Bay and San Diego River
907CCCR02,2010-05-05T07:00:00Z,0.8964711223311086,907CCCR02,33.00222,-116.70889,907,San Diego,Mission Bay and San Diego River
907CCCR02,2010-07-13T07:00:00Z,0.8452879098516913,907CCCR02,33.00222,-116.70889,907,San Diego,Mission Bay and San Diego River
907CCCR02,2010-08-24T07:00:00Z,0.6791325820994323,907CCCR02,33.00222,-116.70889,907,San Diego,Mission Bay and San Diego River
539CCRARR,2010-05-06T07:00:00Z,0.8782478872551374,539CCRARR,37.26057,-119.9456,539,Madera,SMC_out
539CCRARR,2010-07-21T07:00:00Z,0.7077121502471592,539CCRARR,37.26057,-119.9456,539,Madera,SMC_out
539CCRARR,2010-08-31T07:00:00Z,0.917593939019176,539CCRARR,37.26057,-119.9456,539,Madera,SMC_out
514DNCLDC,2010-10-12T07:00:00Z,1.2193492196874998,514DNCLDC,39.13879,-120.47561,514,Placer,SMC_out
111CE0569,2010-05-11T07:00:00Z,1.0307183046537605,111CE0569,40.3461,-123.99327,111,Humboldt,SMC_out
111CE0569,2010-06-15T07:00:00Z,1.044809348389008,111CE0569,40.3461,-123.99327,111,Humboldt,SMC_out
111CE0569,2010-09-01T07:00:00Z,1.0973494215036925,111CE0569,40.3461,-123.99327,111,Humboldt,SMC_out
111CE0569,2010-10-11T07:00:00Z,1.0193817081625003,111CE0569,40.3461,-123.99327,111,Humboldt,SMC_out
111FS0008,2012-05-02T07:00:00Z,0.9834310395569096,111FS0008,39.31933,-122.84536,111,Lake,SMC_out
111FS0008,2012-06-07T07:00:00Z,1.1410131167240198,111FS0008,39.31933,-122.84536,111,Lake,SMC_out
309SED071,2012-04-03T07:00:00Z,1.1225426428381196,309SED071,36.21881,-121.51405,309,Monterey,SMC_out
309SED071,2012-05-03T07:00:00Z,1.0851911504420568,309SED071,36.21881,-121.51405,309,Monterey,SMC_out
309SED071,2012-07-24T07:00:00Z,0.9038932642293601,309SED071,36.21881,-121.51405,309,Monterey,SMC_out
309SED071,2012-08-30T07:00:00Z,0.895668850109082,309SED071,36.21881,-121.51405,309,Monterey,SMC_out
113GAR112,2009-08-04T07:00:00Z,0.7655187423349887,113GAR112,38.92488,-123.49069,113,Mendocino,SMC_out
113GAR030,2009-08-26T07:00:00Z,0.751448276946527,113GAR030,38.8702,-123.56669,113,Mendocino,SMC_out
113GAR112,2016-06-21T07:00:00Z,0.8919748420104127,113GAR112,38.92488,-123.49069,113,Mendocino,SMC_out
113GAR061,2009-07-01T07:00:00Z,0.7620751798760073,113GAR061,38.88397,-123.59201,113,Mendocino,SMC_out
113GAR046,2009-06-08T07:00:00Z,0.807137162504981,113GAR046,38.85578,-123.56359,113,Mendocino,SMC_out
113GAR105,2009-08-04T07:00:00Z,NA,113GAR105,38.89959,-123.39061,113,Mendocino,SMC_out
113GAR062,2009-06-30T07:00:00Z,0.8344254588680853,113GAR062,38.859610000000004,-123.54843,113,Mendocino,SMC_out
113GAR089,2010-06-14T07:00:00Z,0.8932762776368685,113GAR089,38.90824,-123.35092,113,Mendocino,SMC_out
113GAR038,2009-06-08T07:00:00Z,0.8316802381650038,113GAR038,38.83908,-123.53457,113,Mendocino,SMC_out
113GAR089,2009-08-05T07:00:00Z,NA,113GAR089,38.90824,-123.35092,113,Mendocino,SMC_out
113GAR010,2009-06-08T07:00:00Z,0.7561665966746827,113GAR010,38.83737,-123.54644,113,Mendocino,SMC_out
113GAR110,2009-06-30T07:00:00Z,0.9282420973961784,113GAR110,38.8553,-123.56022,113,Mendocino,SMC_out
113GAR112,2010-06-15T07:00:00Z,0.9892863442696979,113GAR112,38.92488,-123.49069,113,Mendocino,SMC_out
113GAR087,2010-06-29T07:00:00Z,0.9364278538002694,113GAR087,38.90814,-123.48965,113,Mendocino,SMC_out
113GAR084,2010-06-28T07:00:00Z,0.8746956419923164,113GAR084,38.92636,-123.62885,113,Mendocino,SMC_out
113GAR015,2010-08-31T07:00:00Z,0.6670021754679095,113GAR015,38.89312,-123.50885,113,Mendocino,SMC_out
113GAR105,2010-06-14T07:00:00Z,0.8079411590231397,113GAR105,38.89959,-123.39061,113,Mendocino,SMC_out
113GAR112,2011-08-22T07:00:00Z,1.0133677022777472,113GAR112,38.92488,-123.49069,113,Mendocino,SMC_out
113GAR094,2010-07-27T07:00:00Z,0.8708612582771666,113GAR094,38.86295,-123.56825,113,Mendocino,SMC_out
113GAR011,2010-09-01T07:00:00Z,0.9404008957864456,113GAR011,38.89138,-123.45586,113,Mendocino,SMC_out
113GAR244,2010-06-28T07:00:00Z,0.8699411200968481,113GAR244,38.93172,-123.59238,113,Mendocino,SMC_out
113GAR178,2010-08-31T07:00:00Z,1.233226624013787,113GAR178,38.87489,-123.49376,113,Mendocino,SMC_out
113GAR118,2010-07-26T07:00:00Z,0.7730383616937228,113GAR118,38.84264,-123.54917,113,Mendocino,SMC_out
113GAR015,2011-08-23T07:00:00Z,0.8408016845214695,113GAR015,38.89312,-123.50885,113,Mendocino,SMC_out
113GAR105,2011-06-20T07:00:00Z,1.0035670743914533,113GAR105,38.89959,-123.39061,113,Mendocino,SMC_out
204R00084,2012-05-24T07:00:00Z,0.6741363902397222,204R00084,37.7009,-121.9255,204,Alameda,SMC_out
113GAR011,2011-08-22T07:00:00Z,1.0360060693411575,113GAR011,38.89138,-123.45586,113,Mendocino,SMC_out
113GAR089,2011-06-20T07:00:00Z,1.0328951181719634,113GAR089,38.90824,-123.35092,113,Mendocino,SMC_out
113GAR178,2011-06-21T07:00:00Z,1.156146439049474,113GAR178,38.87489,-123.49376,113,Mendocino,SMC_out
113GAR087,2012-09-11T07:00:00Z,0.9091828069959588,113GAR087,38.90814,-123.48965,113,Mendocino,SMC_out
113GAR030,2012-08-28T07:00:00Z,0.847111124252887,113GAR030,38.8702,-123.56669,113,Mendocino,SMC_out
113GAR046,2012-06-18T07:00:00Z,0.8492715855397368,113GAR046,38.85578,-123.56359,113,Mendocino,SMC_out
113GAR061,2012-06-19T07:00:00Z,0.9046234015351426,113GAR061,38.88397,-123.59201,113,Mendocino,SMC_out
113GAR062,2012-08-27T07:00:00Z,0.7865476225122492,113GAR062,38.859610000000004,-123.54843,113,Mendocino,SMC_out
113GAR087,2013-08-06T07:00:00Z,0.987300559257606,113GAR087,38.90814,-123.48965,113,Mendocino,SMC_out
