stationcode,sampledate,result,masterid,latitude,longitude,huc,county,smcshed
205PS0173,2012-06-20T07:00:00Z,0.751688308847272,205PS0173,37.2388,-121.8847,205,Santa Clara,SMC_out
537PS0386,2012-07-16T07:00:00Z,0.8204638147746801,537PS0386,37.6605,-119.9948,537,Mariposa,SMC_out
534PS0114,2012-09-12T07:00:00Z,0.9089589939562682,534PS0114,38.3883,-120.0616,534,Tuolumne,SMC_out
105PS0193,2012-08-29T07:00:00Z,1.047618334693201,105PS0193,41.8294,-123.3849,105,Siskiyou,SMC_out
111PS0178,2012-08-14T07:00:00Z,0.95592581315725,111PS0178,40.67994,-123.95064,111,Humboldt,SMC_out
518PS0093,2012-09-24T07:00:00Z,0.706022705249124,518PS0093,39.9982,-120.7378,518,Plumas,SMC_out
636PS0086,2012-09-26T07:00:00Z,0.8923042824926143,636PS0086,39.4673,-120.1031,636,Sierra,SMC_out
535PS0477,2012-06-07T07:00:00Z,0.8772119665920216,535PS0477,37.8188,-121.0644,535,San Joaquin,SMC_out
603PS0075,2012-07-31T07:00:00Z,0.8729761267602063,603PS0075,37.7571,-118.4412,603,Mono,SMC_out
603PS0075,2012-08-15T07:00:00Z,0.8997509725485583,603PS0075,37.7571,-118.4412,603,Mono,SMC_out
114PS0149,2012-07-10T07:00:00Z,0.804907782563055,114PS0149,38.43414,-122.67608,114,Sonoma,SMC_out
603PSx109,2012-07-30T07:00:00Z,1.0837651063083265,603PSx109,37.5927,-118.7826,603,Mono,SMC_out
526PS1100,2012-08-21T07:00:00Z,0.8896607229197958,526PS1100,41.2915,-120.2495,526,Modoc,SMC_out
601PS0077,2012-08-07T07:00:00Z,0.7133101575827935,601PS0077,38.0306,-119.1837,601,Mono,SMC_out
519PS0340,2012-06-26T07:00:00Z,0.7455383248860591,519PS0340,38.75471,-121.23614,519,Placer,SMC_out
206PS0165,2012-07-10T07:00:00Z,0.9204383013210634,206PS0165,38.57322,-122.56939,206,Napa,SMC_out
603PS0079,2012-08-01T07:00:00Z,0.6461073721597789,603PS0079,37.70393,-118.77648,603,Mono,SMC_out
106PS0186,2012-09-26T07:00:00Z,1.0762792409403223,106PS0186,40.3062,-123.1213,106,Trinity,SMC_out
603PS0092,2012-07-25T07:00:00Z,1.0019420071556517,603PS0092,37.2864,-118.4042,603,Inyo,SMC_out
518PS0089,2012-08-01T07:00:00Z,0.7727050784208714,518PS0089,39.9214,-120.4049,518,Plumas,SMC_out
518PS0089,2012-09-25T07:00:00Z,0.7365082251630384,518PS0089,39.9214,-120.4049,518,Plumas,SMC_out
514PS0099,2012-07-18T07:00:00Z,1.0778155067761361,514PS0099,38.9599,-120.4839,514,El Dorado,SMC_out
105PS0195,2012-08-07T07:00:00Z,1.1120147525734911,105PS0195,41.1889,-123.0749,105,Siskiyou,SMC_out
207PS0150,2012-06-13T07:00:00Z,0.40168552535252294,207PS0150,37.86031,-122.03402,207,Contra Costa,SMC_out
308PS0156,2012-06-19T07:00:00Z,0.9607500333864836,308PS0156,36.32764,-121.78975,308,Monterey,SMC_out
113PS0196,2012-08-01T07:00:00Z,0.9409077146961285,113PS0196,39.5439,-123.6553,113,Mendocino,SMC_out
108PS0197,2012-08-16T07:00:00Z,0.9950312248989739,108PS0197,41.176,-124.0853,108,Humboldt,SMC_out
631PS0081,2012-08-28T07:00:00Z,0.6449242515262114,631PS0081,38.3279,-119.5508,631,Mono,SMC_out
105PS1148,2012-09-18T07:00:00Z,NA,105PS1148,41.8659,-122.4641,105,Siskiyou,SMC_out
515PS0490,2012-06-14T07:00:00Z,0.7268456302572524,515PS0490,39.3201,-121.5193,515,Butte,SMC_out
519PS0578,2013-05-29T07:00:00Z,0.6376550701490431,519PS0578,38.775,-121.2538,519,Placer,SMC_out
515PS0622,2013-06-10T07:00:00Z,0.9114506550771173,515PS0622,39.00558,-121.39953,515,Placer,SMC_out
308PS0204,2013-05-21T07:00:00Z,0.8006670163641846,308PS0204,36.26011,-121.79423,308,Monterey,SMC_out
105PS1404,2013-08-28T07:00:00Z,0.962083642582811,105PS1404,41.92433,-122.38887,105,Siskiyou,SMC_out
632PS0110,2013-07-08T07:00:00Z,0.8172478411201252,632PS0110,38.7505,-119.6446,632,Alpine,SMC_out
632PS0110,2013-08-05T07:00:00Z,0.7395972235154514,632PS0110,38.7505,-119.6446,632,Alpine,SMC_out
520PS0455,2013-06-05T07:00:00Z,0.8963604242260459,520PS0455,39.70275,-121.77437,520,Butte,SMC_out
520PS0455,2013-07-22T07:00:00Z,0.7852916538423614,520PS0455,39.70275,-121.77437,520,Butte,SMC_out
508PS0458,2013-07-01T07:00:00Z,0.7980540766721864,508PS0458,40.49391,-122.44755,508,Shasta,SMC_out
205PS0221,2013-05-20T07:00:00Z,0.5533276643908608,205PS0221,37.26711,-121.79606,205,Santa Clara,SMC_out
527PS1412,2013-06-25T07:00:00Z,0.79811843278842,527PS1412,41.728,-120.33219,527,Modoc,SMC_out
628PS1307,2013-05-21T07:00:00Z,0.8400065324016049,628PS1307,34.34422,-117.22679,628,San Bernardino,SMC_out
114PS0209,2013-06-10T07:00:00Z,1.1095791531556467,114PS0209,38.78599,-123.15521,114,Sonoma,SMC_out
518PS0125,2013-06-18T07:00:00Z,0.7477624742983479,518PS0125,39.80922,-120.65636,518,Plumas,SMC_out
105PS0211,2013-08-20T07:00:00Z,0.9165559210950314,105PS0211,41.42697,-122.9217,105,Siskiyou,SMC_out
105PS0211,2013-09-16T07:00:00Z,1.0239825515230196,105PS0211,41.42697,-122.9217,105,Siskiyou,SMC_out
639PS1279,2013-06-11T07:00:00Z,0.8638030033883718,639PS1279,40.73356,-120.11743,639,Lassen,SMC_out
526PS1420,2013-06-25T07:00:00Z,0.9342794589430956,526PS1420,41.36567,-120.45832,526,Modoc,SMC_out
113PS0216,2013-09-03T07:00:00Z,0.9282698576199048,113PS0216,38.51536,-123.24221,113,Sonoma,SMC_out
113PS0232,2013-09-04T07:00:00Z,0.8989978663168049,113PS0232,38.66785,-123.30996,113,Sonoma,SMC_out
304PS0274,2014-06-04T07:00:00Z,0.8951250174774461,304PS0274,37.04831,-122.06681,304,Santa Cruz,SMC_out
207PS0241,2013-06-03T07:00:00Z,0.7546348144665895,207PS0241,38.2935,-122.02288,207,Solano,SMC_out
626PS1195,2013-05-23T07:00:00Z,1.258099197533364,626PS1195,34.4546,-118.01719,626,Los Angeles,SMC_out
505PS1180,2013-08-07T07:00:00Z,0.621591939723568,505PS1180,41.2637,-121.9141,505,Siskiyou,SMC_out
505PS1180,2013-08-21T07:00:00Z,0.6841687410649925,505PS1180,41.2637,-121.9141,505,Siskiyou,SMC_out
539PS0127,2013-05-27T07:00:00Z,1.1093325196356156,539PS0127,37.42787,-119.6613,539,Mariposa,SMC_out
103PS0217,2013-09-10T07:00:00Z,0.9755276642268909,103PS0217,41.68708,-124.08349,103,Del Norte,SMC_out
628PS1483,2013-05-22T07:00:00Z,1.0910643229698633,628PS1483,34.51287,-117.26045,628,San Bernardino,SMC_out
508PS0618,2013-06-03T07:00:00Z,0.8469855101992564,508PS0618,40.51949,-122.37188,508,Shasta,SMC_out
603PS0132,2013-07-17T07:00:00Z,0.43070246258495515,603PS0132,37.48021,-118.55838,603,Mono,SMC_out
205PS0234,2013-05-22T07:00:00Z,0.622644662506249,205PS0234,37.3932,-121.81412,205,Santa Clara,SMC_out
205PS0202,2013-05-22T07:00:00Z,0.8580782104156501,205PS0202,37.3456,-122.0889,205,Santa Clara,SMC_out
205PS0202,2013-07-17T07:00:00Z,0.514762422848047,205PS0202,37.3456,-122.0889,205,Santa Clara,SMC_out
504PS0574,2013-06-06T07:00:00Z,0.7967190715256055,504PS0574,39.8958,-121.9236,504,Tehama,SMC_out
603PS0136,2013-07-17T07:00:00Z,0.8522021372735089,603PS0136,37.42488,-118.57923,603,Inyo,SMC_out
114PS0229,2013-06-04T07:00:00Z,0.6322482451643917,114PS0229,38.61538,-122.78391,114,Sonoma,SMC_out
206PS0230,2013-06-05T07:00:00Z,0.650516954208528,206PS0230,37.95974,-122.27867,206,Contra Costa,SMC_out
634PS0126,2013-08-28T07:00:00Z,0.8204814670186513,634PS0126,38.8766,-119.984,634,El Dorado,SMC_out
105PS0231,2013-08-29T07:00:00Z,0.5953015033755332,105PS0231,41.60865,-122.45671,105,Siskiyou,SMC_out
603PS1488,2013-07-10T07:00:00Z,0.9899950307330919,603PS1488,36.71254,-118.27636,603,Inyo,SMC_out
105PS0259,2013-09-17T07:00:00Z,0.85367070239002,105PS0259,41.14068,-123.17273,105,Siskiyou,SMC_out
504PS0595,2013-06-04T07:00:00Z,0.9772823852851379,504PS0595,39.75107,-122.13344,504,Glenn,SMC_out
522PS0643,2013-09-04T07:00:00Z,0.908422643513112,522PS0643,39.37284,-122.61013,522,Colusa,SMC_out
522PS0504,2013-06-11T07:00:00Z,0.8456815012675031,522PS0504,39.28087,-122.6249,522,Colusa,SMC_out
635PS0118,2013-09-03T07:00:00Z,0.9717603762882143,635PS0118,39.34775,-120.12232,635,Nevada,SMC_out
524PS0650,2014-07-17T07:00:00Z,1.1142553215204962,524PS0650,40.54267,-122.58017,524,Shasta,SMC_out
634PS0131,2013-08-20T07:00:00Z,0.6621715939289011,634PS0131,38.82055,-120.01924,634,El Dorado,SMC_out
111PS0237,2013-09-12T07:00:00Z,1.1525581687522446,111PS0237,40.33346,-123.46499,111,Trinity,SMC_out
516PS0543,2013-08-07T07:00:00Z,0.78017752413616,516PS0543,39.09774,-121.11078,516,Nevada,SMC_out
511PS0657,2014-05-19T07:00:00Z,0.5750980196960618,511PS0657,38.34775,-122.00297,511,Solano,SMC_out
105PS1492,2014-08-06T07:00:00Z,0.8721261960151793,105PS1492,41.86231,-120.995,105,Modoc,SMC_out
521PS0663,2014-06-16T07:00:00Z,0.860283187738807,521PS0663,39.75879,-121.67642,521,Butte,SMC_out
524PS0650,2014-07-01T07:00:00Z,1.0465556256352495,524PS0650,40.54267,-122.58017,524,Shasta,SMC_out
635PS0146,2014-09-03T07:00:00Z,1.114927388980301,635PS0146,39.32333,-120.2281,635,Nevada,SMC_out
514PS0131,2014-07-28T07:00:00Z,0.9171014356821877,514PS0131,38.70465,-120.22927,514,El Dorado,SMC_out
519PS0646,2014-05-27T07:00:00Z,0.8202978360066593,519PS0646,38.51449,-121.4101,519,Sacramento,SMC_out
113PS0268,2014-06-11T07:00:00Z,0.8639676876893514,113PS0268,39.15598,-123.4593,113,Mendocino,SMC_out
526PS1496,2014-08-19T07:00:00Z,0.7132931575245804,526PS1496,41.44725,-120.5109,526,Modoc,SMC_out
304PS0253,2014-05-22T07:00:00Z,1.0116525268508756,304PS0253,37.20189,-122.14665,304,Santa Cruz,SMC_out
304PS0253,2014-06-05T07:00:00Z,0.962737188506628,304PS0253,37.20189,-122.14665,304,Santa Cruz,SMC_out
105PS0267,2014-07-21T07:00:00Z,1.0267451639308252,105PS0267,41.88061,-123.12994,105,Siskiyou,SMC_out
637PS0130,2014-08-27T07:00:00Z,1.1295939698603692,637PS0130,40.41805,-120.8534,637,Lassen,SMC_out
631PS0145,2014-07-02T07:00:00Z,0.9456805147853722,631PS0145,38.31982,-119.54948,631,Mono,SMC_out
544PS0725,2015-04-16T07:00:00Z,0.3507275004356034,544PS0725,37.94875,-121.69868,544,Contra Costa,SMC_out
204PS0294,2015-05-06T07:00:00Z,0.6135161644206955,204PS0294,37.68094,-122.14463,204,Alameda,SMC_out
514PS0162,2016-08-04T07:00:00Z,0.98420573199589,514PS0162,38.80829196,-120.0937508,514,El Dorado,SMC_out
519PS0765,2016-04-13T07:00:00Z,0.8439083487282346,519PS0765,38.64463628,-121.3613877,519,Sacramento,SMC_out
521PS0161,2016-09-06T07:00:00Z,0.9436013396050964,521PS0161,39.90766433,-121.619122,521,Butte,SMC_out
526PS1724,2016-06-27T07:00:00Z,0.9043296446626717,526PS1724,40.8510987,-121.5364234,526,Shasta,SMC_out
204R00047,2012-06-06T07:00:00Z,0.6379270932455577,204R00047,37.6883,-122.0726,204,Alameda,SMC_out
519PS0817,2016-04-14T07:00:00Z,1.0222332797901974,519PS0817,38.51305228,-121.4283511,519,Sacramento,SMC_out
519PS0817,2016-06-08T07:00:00Z,0.8349612528514466,519PS0817,38.51305228,-121.4283511,519,Sacramento,SMC_out
526PS1868,2016-07-12T07:00:00Z,1.052676006890017,526PS1868,41.3719485,-120.3118935,526,Modoc,SMC_out
204PS0378,2017-06-08T07:00:00Z,0.757709970692979,204PS0378,37.53619521,-121.854243,204,Alameda,SMC_out
519PS0790,2016-04-12T07:00:00Z,0.9195862443384984,519PS0790,38.58832185,-121.4039023,519,Sacramento,SMC_out
106PS0307,2016-06-16T07:00:00Z,1.1527499511645924,106PS0307,41.23602787,-122.6654028,106,Trinity,SMC_out
205PS0365,2017-06-06T07:00:00Z,0.6558912873027338,205PS0365,37.26115292,-121.9564044,205,Santa Clara,SMC_out
205R00346,2012-06-14T07:00:00Z,0.5493831689379711,205R00346,37.2597,-121.8701,205,Santa Clara,SMC_out
519PS0834,2017-06-07T07:00:00Z,0.7223246936063175,519PS0834,38.75942006,-121.2649267,519,Placer,SMC_out
102PS0331,2017-07-11T07:00:00Z,1.0176017391430978,102PS0331,41.98886093,-123.1642933,102,Siskiyou,SMC_out
519PS0834,2017-07-25T07:00:00Z,0.6779363443109203,519PS0834,38.75942006,-121.2649267,519,Placer,SMC_out
519PS0897,2017-06-05T07:00:00Z,0.741760908635965,519PS0897,38.62792472,-121.4377626,519,Sacramento,SMC_out
114PS0344,2017-06-13T07:00:00Z,0.9287407688707741,114PS0344,38.5127469,-123.0766647,114,Sonoma,SMC_out
106PS0334,2017-06-22T07:00:00Z,0.7371541499789646,106PS0334,40.62900838,-123.1654108,106,Trinity,SMC_out
507PS0181,2017-06-13T07:00:00Z,0.6426219576185656,507PS0181,40.70311397,-121.9277581,507,Shasta,SMC_out
520PS0846,2017-05-23T07:00:00Z,0.984447579486086,520PS0846,39.55047481,-121.6401592,520,Butte,SMC_out
519PS0838,2017-06-01T07:00:00Z,0.6057182184208704,519PS0838,38.48359066,-121.3725089,519,Sacramento,SMC_out
523PS0803,2017-06-12T07:00:00Z,0.9188938632790526,523PS0803,40.03434419,-122.6028371,523,Tehama,SMC_out
514PS0863,2017-06-06T07:00:00Z,0.7839942022270227,514PS0863,38.95097059,-121.1029935,514,Placer,SMC_out
309PS0370,2017-06-13T07:00:00Z,0.23673726759838876,309PS0370,36.64939198,-121.7078564,309,Monterey,SMC_out
517PS0836,2017-06-07T07:00:00Z,0.595397287573499,517PS0836,39.3471641,-121.4025768,517,Yuba,SMC_out
509ACNFPP,2008-07-30T07:00:00Z,0.9608073401106624,509ACNFPP,40.24167,-121.8625,509,Tehama,SMC_out
509ATCINC,2008-07-14T07:00:00Z,0.9735894527320883,509ATCINC,40.23354,-121.87766,509,Tehama,SMC_out
509ACNFPP,2008-09-16T07:00:00Z,0.972122956133458,509ACNFPP,40.24167,-121.8625,509,Tehama,SMC_out
509ACSFPP,2008-07-16T07:00:00Z,1.0383270330907954,509ACSFPP,40.24111,-121.86222,509,Tehama,SMC_out
309ARCBRC,2008-08-25T07:00:00Z,1.0009080105318782,309ARCBRC,36.23599,-121.48434,309,Monterey,SMC_out
901ATCAAS,2008-06-05T07:00:00Z,0.9318152374719803,901ATCAAS,33.68264,-117.50159,901,Orange,San Juan
507BCSFBM,2008-08-05T07:00:00Z,0.7788809682849666,507BCSFBM,40.4791,-121.595,507,Shasta,SMC_out
513BTCACC,2008-09-10T07:00:00Z,0.8398291616579148,513BTCACC,39.16643,-122.64117,513,Lake,SMC_out
405BRCSGR,2008-05-28T07:00:00Z,1.0777404920584426,405BRCSGR,34.25031,-117.88372,405,Los Angeles,San Gabriel
309CLCBVC,2008-07-15T07:00:00Z,0.6598489300759564,309CLCBVC,36.46588,-121.15492,309,San Benito,SMC_out
509BCCH32,2008-08-13T07:00:00Z,0.9115637402772067,509BCCH32,40.07254,-121.59867,509,Tehama,SMC_out
537BSCAWR,2008-07-15T07:00:00Z,0.9122390366533322,537BSCAWR,37.6212,-119.677,537,Mariposa,SMC_out
511CCC505,2008-06-25T07:00:00Z,0.5864493790597627,511CCC505,38.68613,-121.8781,511,Yolo,SMC_out
518CPCRCR,2008-08-14T07:00:00Z,0.8184093765697198,518CPCRCR,40.0055,-121.271,518,Plumas,SMC_out
539CCRARR,2008-06-12T07:00:00Z,0.7434068219863568,539CCRARR,37.26057,-119.9456,539,Madera,SMC_out
305CLCSBR,2008-06-11T07:00:00Z,1.1411619072483852,305CLCSBR,36.3622,-120.75918,305,San Benito,SMC_out
509CWCPLR,2008-07-07T07:00:00Z,1.0522534657137514,509CWCPLR,40.20959,-121.927,509,Tehama,SMC_out
205CYCAHH,2008-06-10T07:00:00Z,0.86998303576174,205CYCAHH,37.10145,-121.47252,205,Santa Clara,SMC_out
534CYCANB,2008-06-19T07:00:00Z,0.7339796590825187,534CYCANB,38.05578,-120.47697,534,Calaveras,SMC_out
509DCPWxx,2008-08-21T07:00:00Z,0.9641834518581401,509DCPWxx,40.06961,-121.70886,509,Tehama,SMC_out
542DPCDPC,2008-06-18T07:00:00Z,0.5557554818952313,542DPCDPC,37.42083,-121.37347,542,Stanislaus,SMC_out
201LAG190,2008-10-06T07:00:00Z,1.1020959586836983,201LAG190,38.02964,-122.73636,201,Marin,SMC_out
537GZCAMR,2008-08-07T07:00:00Z,0.8731645436165434,537GZCAMR,37.52509,-119.46551,537,Madera,SMC_out
518GZCUPx,2008-08-20T07:00:00Z,0.9293006503719209,518GZCUPx,39.88909,-121.27873,518,Plumas,SMC_out
509ICPPCX,2008-09-10T07:00:00Z,0.8611951754303281,509ICPPCX,40.23333,-121.87889,509,Tehama,SMC_out
552KRSFBC,2008-07-14T07:00:00Z,1.0226538846589914,552KRSFBC,36.7893,-118.551,552,Fresno,SMC_out
305LGCACR,2008-07-16T07:00:00Z,0.8682503759459574,305LGCACR,36.34867,-120.82087,305,San Benito,SMC_out
517LCCAYB,2008-08-12T07:00:00Z,1.0103010902282252,517LCCAYB,39.59879,-120.51104,517,Sierra,SMC_out
554LCCADR,2008-06-10T07:00:00Z,0.8959550794554343,554LCCADR,35.48056,-118.68085,554,Kern,SMC_out
552MFCAKR,2008-06-11T07:00:00Z,0.8109308138352203,552MFCAKR,36.8529,-119.09738,552,Fresno,SMC_out
106MNCAHC,2008-10-01T07:00:00Z,0.889504447044461,106MNCAHC,40.638,-123.321,106,Trinity,SMC_out
519MNRASR,2008-07-09T07:00:00Z,0.6820034192777424,519MNRASR,38.75896,-121.25594,519,Placer,SMC_out
526PSCBBL,2008-08-27T07:00:00Z,0.9221288508087985,526PSCBBL,41.16736,-120.30068,526,Lassen,SMC_out
526PSCBBL,2008-09-23T07:00:00Z,0.8733953209118515,526PSCBBL,41.16736,-120.30068,526,Lassen,SMC_out
509PCDTWR,2008-07-15T07:00:00Z,1.01209335324349,509PCDTWR,40.31194,-121.88583,509,Tehama,SMC_out
509PCDTWR,2008-09-03T07:00:00Z,0.9141618938811423,509PCDTWR,40.31194,-121.88583,509,Tehama,SMC_out
106PTCAHC,2008-09-02T07:00:00Z,0.8851920759546341,106PTCAHC,40.49615,-123.03502,106,Trinity,SMC_out
518RCNAPC,2008-08-06T07:00:00Z,0.8023997484012582,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
309SARANF,2008-08-26T07:00:00Z,1.0451117560273555,309SARANF,36.06453,-121.38572,309,Monterey,SMC_out
405SGRAAG,2008-05-28T07:00:00Z,0.994135085640841,405SGRAAG,34.26448,-117.74751,405,Los Angeles,San Gabriel
309SDCMCC,2008-07-14T07:00:00Z,0.8925658596265393,309SDCMCC,36.48787,-121.15179,309,San Benito,SMC_out
514SCCAAR,2008-07-24T07:00:00Z,1.0627799530049313,514SCCAAR,38.7907,-120.104,514,El Dorado,SMC_out
405WER318,2009-06-02T07:00:00Z,1.0214278941553157,405WER318,34.26833,-117.89111,405,Los Angeles,San Gabriel
603SPCBWC,2008-07-22T07:00:00Z,1.169047586717202,603SPCBWC,36.71668,-118.26333,603,Inyo,SMC_out
552SCCTSR,2008-06-11T07:00:00Z,1.1298123266678315,552SCCTSR,36.9178,-119.27501,552,Fresno,SMC_out
537TYCAML,2008-07-16T07:00:00Z,0.8280731398228717,537TYCAML,37.7599,-119.529,537,Mariposa,SMC_out
111BGCAER,2009-10-06T07:00:00Z,1.079122084380957,111BGCAER,40.0211,-123.06052,111,Trinity,SMC_out
532TGRUPX,2008-10-08T07:00:00Z,1.083821553383166,532TGRUPX,38.48525,-120.44688,532,Amador,SMC_out
513UNCAKC,2008-09-10T07:00:00Z,0.8341074860173527,513UNCAKC,39.16692,-122.50673,513,Lake,SMC_out
111WER159,2009-08-03T07:00:00Z,0.8589241858962079,111WER159,39.42944,-122.84444,111,Lake,SMC_out
201LAG335,2009-07-15T07:00:00Z,1.0111064242273708,201LAG335,37.99222,-122.66,201,Marin,SMC_out
509BCCBPW,2009-07-09T07:00:00Z,0.9193079946130361,509BCCBPW,39.86971,-121.70748,509,Butte,SMC_out
111BBRBCC,2009-09-23T07:00:00Z,1.032659543697882,111BBRBCC,39.69838,-122.9225,111,Mendocino,SMC_out
202BUT050,2009-06-16T07:00:00Z,0.645684147924627,202BUT050,37.20607,-122.33483,202,San Mateo,SMC_out
534CFSAIM,2009-07-27T07:00:00Z,0.8248303252367156,534CFSAIM,38.41626,-119.74242,534,Tuolumne,SMC_out
534CYCANB,2009-06-02T07:00:00Z,0.6526307764216409,534CYCANB,38.05578,-120.47697,534,Calaveras,SMC_out
105DLCDCC,2009-08-05T07:00:00Z,0.9475411108671107,105DLCDCC,41.57269,-123.54353,105,Siskiyou,SMC_out
522GSCBSC,2009-09-24T07:00:00Z,0.9050850919457042,522GSCBSC,39.7243,-122.7244,522,Glenn,SMC_out
201LAG380,2009-07-14T07:00:00Z,0.9498547333369297,201LAG380,37.96722,-122.64945,201,Marin,SMC_out
310LPCBPC,2009-06-09T07:00:00Z,1.140712821697982,310LPCBPC,35.28023,-120.54114,310,San Luis Obispo,SMC_out
404BA1166,2009-06-04T07:00:00Z,0.8972629240936068,404BA1166,34.03761,-118.75038,404,Los Angeles,Santa Monica Bay
539NDCACC,2009-10-08T07:00:00Z,1.0339728795087393,539NDCACC,37.42494,-119.59566,539,Madera,SMC_out
911NCPCR2,2009-05-27T07:00:00Z,1.0879340121844185,911NCPCR2,32.86391,-116.50865,911,San Diego,Southern San Diego
106WER016,2009-08-04T07:00:00Z,1.0919512670109959,106WER016,40.48972,-123.02833,106,Trinity,SMC_out
518RCNAPC,2009-08-11T07:00:00Z,0.8904803695869631,518RCNAPC,40.4002,-121.439,518,Plumas,SMC_out
202SPE090,2009-06-15T07:00:00Z,0.9575224735608779,202SPE090,37.575,-122.463,202,San Mateo,SMC_out
801WE1132,2009-06-01T07:00:00Z,1.0827883304346795,801WE1132,34.13332,-116.84289,801,San Bernardino,Upper Santa Ana
206SON300,2009-07-14T07:00:00Z,0.5972844210695316,206SON300,38.44264,-122.53139,206,Sonoma,SMC_out
205COY140,2009-06-17T07:00:00Z,0.6383980675483076,205COY140,37.4009,-121.7955,205,Santa Clara,SMC_out
523TMCATG,2009-10-05T07:00:00Z,0.9389062950037216,523TMCATG,39.85386,-122.66948,523,Tehama,SMC_out
513UNCAKC,2009-07-13T07:00:00Z,0.8262162960203272,513UNCAKC,39.16692,-122.50673,513,Lake,SMC_out
205STE110,2009-07-13T07:00:00Z,0.9890042566454602,205STE110,37.2871,-122.126,205,Santa Clara,SMC_out
633WIL001,2009-08-05T07:00:00Z,0.8803708899796615,633WIL001,38.78228,-119.91593,633,Alpine,SMC_out
309ARSARC,2010-06-23T07:00:00Z,0.9749570570146258,309ARSARC,36.11966,-121.46866,309,Monterey,SMC_out
534ANCACF,2010-08-31T07:00:00Z,0.9917974258714035,534SED001,38.40735,-119.79936,534,Alpine,SMC_out
315ARH101,2010-06-14T07:00:00Z,1.2351113791530859,315ARH101,34.4817,-120.14088,315,Santa Barbara,SMC_out
505BMCMCR,2010-08-04T07:00:00Z,0.9025345042922785,505BMCMCR,41.09566,-122.136,505,Shasta,SMC_out
308BSU,2010-07-13T07:00:00Z,0.9698358606256975,308BSU,36.24579,-121.77222,308,Monterey,SMC_out
105BVCAGC,2010-09-21T07:00:00Z,1.0103276970763149,105BVCAGC,41.61201,-123.29221,105,Siskiyou,SMC_out
315CHCALS,2010-06-15T07:00:00Z,0.6878979935043962,315CHCALS,34.59321,-120.53113,315,Santa Barbara,SMC_out
307CMRADC,2010-06-22T07:00:00Z,0.9667438789977383,307CMRADC,36.37222,-121.66308,307,Monterey,SMC_out
907CCCR02,2010-06-09T07:00:00Z,0.808106466016657,907CCCR02,33.00222,-116.70889,907,San Diego,Mission Bay and San Diego River
103CDCHHR,2010-09-14T07:00:00Z,0.7540468317033981,103CDCHHR,41.78887,-124.07766,103,Del Norte,SMC_out
539CCRARR,2010-06-30T07:00:00Z,1.0277611658679349,539CCRARR,37.26057,-119.9456,539,Madera,SMC_out
105CLCATC,2010-08-10T07:00:00Z,1.0582385023118064,105CLCATC,41.7349,-123.54822,105,Siskiyou,SMC_out
310COO,2010-06-24T07:00:00Z,0.9142866531387841,310COO,35.25475,-120.88549,310,San Luis Obispo,SMC_out
205CYCBBC,2010-06-28T07:00:00Z,1.2282320758017895,205CYCBBC,37.126,-121.481,205,Santa Clara,SMC_out
509CBCADC,2010-08-24T07:00:00Z,1.0162006520369928,509CBCADC,40.202,-121.509,509,Tehama,SMC_out
504DCFRxx,2010-07-27T07:00:00Z,1.0930547372955894,504DCFRxx,40.10556,-122.03797,504,Tehama,SMC_out
202BUT030,2010-06-29T07:00:00Z,1.0240615433878386,202BUT030,37.22474,-122.33254,202,San Mateo,SMC_out
603GSCADC,2010-08-25T07:00:00Z,0.9059867475036292,603GSCADC,37.73969,-119.04995,603,Mono,SMC_out
107GWCAPC,2010-09-15T07:00:00Z,1.1267979859083048,107GWCAPC,41.36788,-124.02434,107,Humboldt,SMC_out
205GCAxxx,2010-07-15T07:00:00Z,0.9072086810206083,205GCAxxx,37.181,-121.87444,205,Santa Clara,SMC_out
909JPCH79,2010-06-08T07:00:00Z,0.7283150651081618,909JPCH79,32.91849,-116.57176,909,San Diego,Southern San Diego
403LNCASC,2010-06-15T07:00:00Z,0.9775143013964941,403LNCASC,34.53892,-119.16139,403,Ventura,Santa Clara
103KLCMSR,2010-09-14T07:00:00Z,0.9441540129298864,103KLCMSR,41.85532,-123.85239,103,Del Norte,SMC_out
305LGCBRC,2010-06-30T07:00:00Z,0.9823932533354164,305LGCBRC,37.14815,-121.77368,305,Santa Clara,SMC_out
107LLM101,2010-09-13T07:00:00Z,1.1165266220802936,107LLM101,41.32697,-124.02387,107,Humboldt,SMC_out
540MNCANF,2010-09-29T07:00:00Z,0.7253345707920765,540MNCANF,37.41303,-118.90795,540,Fresno,SMC_out
